field	filter	public_value	code	swedish	english	synonyms	ices_biology	ices_physical_and_chemical	bodc_nerc	darwincore	comments	source	edmo	ices	nerc_name	nerc_id
laboratory		Länsstyrelsen Östergötland	ELST	Länsstyrelsen Östergötland	County Administrative Board of Östergotland	Länsstyrelsen i Östergötlands län<or>Länsstyrelsen i Östergötland län<or>Länsstyrelsen i Östergötland<or>Länstyrelsen Östergötland						translate_LABO	3467.0			
laboratory		Marietorps naturskola	MTNS	Marietorps naturskola	Marietorps Environmental school							translate_LABO				
laboratory		Marin Miljöanalys AB	MARMIL	Marin Miljöanalys AB	Marin Miljöanalys AB							translate_LABO				
laboratory		Marin Mätteknik	MMT	Marin Mätteknik	MMT							translate_LABO	3685.0			
laboratory		Marina läroverket i Stocksund	MARLAR	Marina läroverket i Stocksund	Marina läroverket i Stocksund							translate_LABO				
laboratory		Marine Monitoring AB	MMAB	Marine Monitoring AB	Marine Monitoring AB	MAB						translate_LABO				
laboratory		Marine Phytoplankton Consulting	MPC	Marine Phytoplankton Consulting	Marine Phytoplankton Consulting							translate_LABO				
laboratory		MeAna konsult Uppsala	MEANA	MeAna konsult Uppsala	MeAna konsult Uppsala							translate_LABO				
laboratory		Medins Havs och Vattenkonsulter	MEDINS	Medins Havs och Vattenkonsulter	MEDINS AB	Medins<or>Medins Biologi AB<or>Medins Havs och Vattenkonsulter AB<or>Medins Havs- och Vattenkonsulter AB<or>Medins havs och vattenkonsulter AB						translate_LABO				
laboratory		Metsä Board Sverige AB	METSA	Metsä Board Sverige AB	Metsa Board	Metsä Board Sverige AB Husums Fabrik						translate_LABO				
laboratory		Miljö & Natur Mats Notini AB	MNMN	Miljö & Natur Mats Notini AB	Miljö & Natur Mats Notini AB	Tronerud Miljö och Natur						translate_LABO				
laboratory		Miljöbyrå	AWUK	Miljöbyrå	Environment Agency							translate_LABO				
laboratory		Miljöbyrå Syd	SWUK	Miljöbyrå Syd	Environment Agency Southern							translate_LABO				
laboratory		Miljölaboratorierna i Norrland	MILANO	Miljölaboratorierna i Norrland	Miljölaboratorierna i Norrland							translate_LABO				
laboratory		Miljölaboratorierna Umeå	MILUME	Miljölaboratorierna Umeå	Miljölaboratorierna Umeå	Miljölaboratorierna - Umeå						translate_LABO				
laboratory		Motala Ströms vattenvårdsförbund	MSVVF	Motala Ströms vattenvårdsförbund	Motala ström Coalition of Water Conservation	MSV<or>Motala Ströms Vattenvårdsförbund						translate_LABO	4787.0			
laboratory		Mönsterås kommun	MONKOM	Mönsterås kommun	Mönsterås Municipality							translate_LABO				
laboratory		Nacka kommun	NACKAKOM	Nacka kommun	Nacka Municipality							translate_LABO	4784.0			
laboratory		National Marine Fisheries Research Institute (NMFRI)	NMFRI	National Marine Fisheries Research Institute (NMFRI)	National Marine Fisheries Research Institute (NMFRI)							translate_LABO				
laboratory		Nationell datavärd Oceanografi	NODC	Nationell datavärd Oceanografi	National Oceanographic Data Center							translate_LABO				
laboratory		Naturhistoriska riksmuseet	MNHS	Naturhistoriska riksmuseet	Swedish Museum of Natural History	MHNS						translate_LABO	614.0			
laboratory		Naturvatten i Roslagen AB	NATVAT	Naturvatten i Roslagen AB	Naturvatten i Roslagen AB							translate_LABO	4624.0			
laboratory		Naturvårdsverket	SEPA	Naturvårdsverket	Swedish Environmental Protection Agency	NV						translate_LABO	1353.0			
laboratory		Naturvårdsverket Kustlaboratorium 	LCRS	Naturvårdsverket Kustlaboratorium 	Swedish Environmental Protection Agency Laboratory for Coastal Research 							translate_LABO				
laboratory		Naturvårdsverket Vattenkvalitetslaboratorium	NWLS	Naturvårdsverket Vattenkvalitetslaboratorium	Swedish Environmental Protection Agency Water Quality Laboratory 	Swedish Environmental Protection Agency Naturvårdsverkets Water Quality Laboratory 						translate_LABO				
laboratory		NIRAS Sweden AB	NIRAS	NIRAS Sweden AB	NIRAS Sweden AB	Niras						translate_LABO				
laboratory		Nordisk Analyse Center	NACE	Nordisk Analyse Center	Nordisk Analyse Center							translate_LABO				
laboratory		Nordmalings kommun	NORKOM	Nordmalings kommun	Nordmaling Municipality	Nordmalingskommun						translate_LABO	4918.0			
laboratory		Nordvästskånes kustvattenkommitté	NVSKK	Nordvästskånes kustvattenkommitté	Coastal Committee of Nordvästra skåne	Nordvästskånes Kustvattenkommitté<or>Nordvästskånes Kustvattenkomitté (NVSKK)<or>Nordvässkånes Kustvattenkommitté (NVSKK)<or>Nordvästskånes Kustvattenkomitté<or>Nordvästra Skånes Kustvattenkommitté<or>Nordvästskånes kustvattenkommitté (NVSKK) 2000 och framåt<or>Nordvästskånes kustvattenkommitte<or> Nordvästskånes Kustvattenkommitte						translate_LABO	4863.0			
laboratory		Norrköpings kommun	NRKKOM	Norrköpings kommun	Norrköping Municipality							translate_LABO	4919.0			
laboratory		Norrtälje Energi	NORTENER	Norrtälje Energi	Norrtälje Energy							translate_LABO				
laboratory		Norrtälje kommun	NORRKOM	Norrtälje kommun	Norrtälje Municipality	Norrtälje kommun Vatten- och avloppsavdelningen<or>NORRTA						translate_LABO	4919.0			
laboratory		Norsk institutt for vannforskning	NIVA	Norsk institutt for vannforskning	Norwegian Institute for Water Research							translate_LABO				
laboratory		Nyköping kommun	NYKOM	Nyköping kommun	Nyköping Municipality							translate_LABO				
laboratory		Nynäshamn kommun	NYNAKOM	Nynäshamn kommun	Nynäshamn Municipality	NYNASKOM						translate_LABO	4783.0			
laboratory		Orust Shellfish AB	ORSHEL	Orust Shellfish AB	Orust Shellfish AB							translate_LABO				
laboratory		Oskarshamns kommun	OSKKOM	Oskarshamns kommun	Oskarshamns Municipality							translate_LABO				
laboratory		Oskarshamns Kraftgrupp AB	OKGAB	Oskarshamns Kraftgrupp AB	Oskarshamn Nuclear Power Plant							translate_LABO				
laboratory		Ospecificerat	XXX	Ospecificerat	Unspecified							translate_LABO	545.0			
laboratory		Ospecificerat forskningsdata	XXF	Ospecificerat forskningsdata	Unspecified research data	Forskningsdata						translate_LABO				
laboratory		Oxelö Energi	OXEN	Oxelö Energi	Oxelö Energy							translate_LABO				
laboratory		Oxelösund hamn	OXHAMN	Oxelösund hamn	Oxelösund Harbor							translate_LABO				
laboratory		PAG Miljöundersökningar	PAG	PAG Miljöundersökningar	PAG Environmental Studies							translate_LABO	624.0			
laboratory		Pelagia Miljökonsult AB	PELA	Pelagia Miljökonsult AB	Pelagia Nature & Environment AB	Pelagia Environmental consulting AB						translate_LABO	5736.0			
laboratory		Piteå kommun	PITKOM	Piteå kommun	Piteå Municipality							translate_LABO				
laboratory		Piteå Renhållning och Vatten	PIREVA	Piteå Renhållning och Vatten	Piteå Sanitation and Water	PITREV<or>Piteå Renhållning och Vatten AB 						translate_LABO				
laboratory		Ringhals AB kärnkraftverk	RINGHALS	Ringhals AB kärnkraftverk	Ringhals nuclear power plant							translate_LABO				
laboratory		Robertsfors kommun	ROBKOM	Robertsfors kommun	Robertsfors Municipality							translate_LABO				
laboratory		SCA Packaging	SCAP	SCA Packaging	SCA Packaging	SCA Packaging Munksund Piteå<or>SCA Munksund<or>SCA Munksund AB						translate_LABO	5314.0			
laboratory		Scanfjord	SCFJ	Scanfjord	Scanfjord							translate_LABO				
laboratory		Schweden Splitt AB	SPLITT	Schweden Splitt AB	Schweden Splitt AB							translate_LABO				
laboratory		Science for Life Laboratory	SCILIFELAB	Science for Life Laboratory	Science for Life Laboratory							translate_LABO				
laboratory		Sero A/S	SERO	Sero A/S	Sero A/S							translate_LABO				
laboratory		SGS Analytics Sweden	SGS	SGS Analytics Sweden	SGS Analytics Sweden							translate_LABO	5493.0			
laboratory		Skellefteå kommun	SKEKOM	Skellefteå kommun	Skellefteå Municipality							translate_LABO				
laboratory		Skog & Sjö i Dalarna	SKSJDA	Skog & Sjö i Dalarna	Skog & Sjö i Dalarna							translate_LABO				
laboratory		Skärgårdsstiftelsen	SKS	Skärgårdsstiftelsen	The Archipelago Foundation							translate_LABO				
laboratory		Smurfit Kappa Kraftliner AB	SKKP	Smurfit Kappa Kraftliner AB	Smurfit Kappa Kraftliner AB	Smurfit Kappa Kraftliner<or>Smurfit Kappa Kraftliner Piteå						translate_LABO	4920.0			
laboratory		Sollentuna kommun	SOLLKOM	Sollentuna kommun	Sollentuna Municipality	Kommunledningskontoret, Sollentuna kommun<or>Kommunledningskontoret Sollentuna kommun						translate_LABO	4921.0			
laboratory		SSAB	SSAB	SSAB	SSAB	SSAB Europe Luleå						translate_LABO	4922.0			
laboratory		Statens veterinärmedicinska anstalt	SVA	Statens veterinärmedicinska anstalt	National Veterinary Institute	NVI						translate_LABO				
laboratory		Stockholm Vatten AB	SVAB	Stockholm Vatten AB	Stockholm Vatten AB							translate_LABO	5737.0			
laboratory		Stockholms stad	STHS	Stockholms stad	The city of Stockholm	Stockholm stad						translate_LABO				
laboratory		Stockholms universitet	DEEP	Stockholms universitet	Stockholm University Department of Ecology Environment and Plant Sciences	Stockholm University Systems Ecology<or>SUSE<or>IGSS<or>NSLS<or>Stockholm Universitet						translate_LABO	623.0			
laboratory		Stockholms universitets marina forskningscentrum	SMRC	Stockholms universitets marina forskningscentrum	Stockholm University Marine Research Center	Stockholm University Marina Forsknings center						translate_LABO	618.0			
laboratory		Sundsvallsbuktens vattenvårdsförening	SVVF	Sundsvallsbuktens vattenvårdsförening	Sundsvallsbukten Coalition of Water Conservation	SBVV<or>Sundsvallsbuktens Vattenvårdsförbund						translate_LABO	5375.0			
laboratory		Svealands kustvattenvårdsförbund	SKVVF	Svealands kustvattenvårdsförbund	Coastal Committee of Svealand	Svealands Kustvattenvårdsförbund<or>Svealands Kustvattenkommitté						translate_LABO	4778.0			
laboratory		Svelab Miljölaboratorier AB	SVELAB	Svelab Miljölaboratorier AB	Svelab Miljölaboratorier AB							translate_LABO				
laboratory		Sven Lovén centrum för marina vetenskaper-Kristineberg	SLCK	Sven Lovén centrum för marina vetenskaper-Kristineberg	The Sven Lovén Centre for Marine Sciences-Kristineberg	SLC-K<or>KMRS<or>KMFS						translate_LABO	617.0			
laboratory		Sven Lovén centrum för marina vetenskaper-Tjärnö	SLCT	Sven Lovén centrum för marina vetenskaper-Tjärnö	The Sven Lovén Centre for Marine Sciences-Tjärnö	SLC-T<or>University of Gutenburg Marine ecology Tjärnö<or>UGMET<or>UGBEST<or>TMBL<or>Sven lovén centrum för marina vetenskaper-Tjärnö<or>GUMET<or>IAMK						translate_LABO	4756.0			
laboratory		Svensk Ekologikonsult AB	SEK	Svensk Ekologikonsult AB	Swedish Ecological Consultancy AB							translate_LABO				
laboratory		Svensk Kärnbränslehantering AB	SKB	Svensk Kärnbränslehantering AB	SKB – Swedish Nuclear Fuel and Waste Management Co	SKBAB						translate_LABO				
laboratory		Sveriges geologiska undersökning	SGUS	Sveriges geologiska undersökning	Geological Survey of Sweden							translate_LABO				
laboratory		Sveriges lantbruksuniversitet 	SLU	Sveriges lantbruksuniversitet 	Swedish University of Agricultural Sciences	SLU Uppsala Miljöanalys<or>SLUUPP						translate_LABO	189.0			
laboratory		Sveriges lantbruksuniversitet - Havsfiskelaboratoriet	SLUHL	Sveriges lantbruksuniversitet - Havsfiskelaboratoriet	Swedish University of Agricultural Sciences - Marine fisheries laboratory							translate_LABO	4484.0			
laboratory		Sveriges lantbruksuniversitet Institutionen för akvatiska resurser	SLUA	Sveriges lantbruksuniversitet Institutionen för akvatiska resurser	Swedish University of Agricultural Sciences Department of Aquatic Resources							translate_LABO	4484.0			
laboratory		Sveriges meteorologiska och hydrologiska institut	SMHI	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute	SMHG						translate_LABO	545.0			
laboratory		Sveriges Vattenekologer AB	SVVAEK	Sveriges Vattenekologer AB	Sveriges Vattenekologer AB							translate_LABO				
laboratory		SWECO	SWECO	SWECO	SWECO	VBB Viak<or>VBB-V<or>VBB						translate_LABO	5738.0			
laboratory		Sydkustens vattenvårdsförbund	SYDVVF	Sydkustens vattenvårdsförbund	Sydkusten Coalition of Water Conservation	Sydkustens Vattenvårdsförbund						translate_LABO	4862.0			
laboratory		Sydvästra stockholmsregionens va-verk AB	SYVAB	Sydvästra stockholmsregionens va-verk AB	Southwest Stockholm region waterwork							translate_LABO				
laboratory		SYNLAB Analytics & Services Sweden AB	SYNLAB	SYNLAB Analytics & Services Sweden AB	SYNLAB Analytics & Services Sweden AB							translate_LABO	4852.0			
laboratory		Södra Cell Värö massafabrik	VARO	Södra Cell Värö massafabrik	Sodra Pulp Labs							translate_LABO				
laboratory		Sölvesborgs kommun	SOLVKOM	Sölvesborgs kommun	Sölvesborgs Municipality							translate_LABO				
laboratory		Toxicon AB	TOXICO	Toxicon AB	Toxicon AB							translate_LABO	621.0			
laboratory		Trelleborgs Kommun	TRELKOM	Trelleborgs Kommun	Trelleborg Municipality							translate_LABO				
laboratory		Tyréns AB	TYRENS	Tyréns AB	Tyréns AB	Tyréns						translate_LABO				
laboratory		Tyresö Fiskevårdsförening	TYRFISK	Tyresö Fiskevårdsförening	Tyresö Fiskevårdsförening							translate_LABO				
laboratory		Tång och Sånt	TASA	Tång och Sånt	Tång och Sånt							translate_LABO				
laboratory		Täby kommun	TABYKOM	Täby kommun	Täby Municipality	Täby kommun Tekniska kontoret<or>Täby kommun, Tekniska kontoret						translate_LABO	4923.0			
laboratory		Ume- och Vindelälvens vattenvårdsförbund	UVVVF	Ume- och Vindelälvens vattenvårdsförbund	Ume- and Vindelälven Coalition of Water Conservation	Ume/Vindelälvens vattenvårdsförbund<or>Ume/Vindelälvens Vattenvårdsförbund						translate_LABO	5316.0			
laboratory		Umeå kommun	UMEKOM	Umeå kommun	Umeå Municipality	Umeå kommun (UMEVA)						translate_LABO	5315.0			
laboratory		Umeå Universitet	UMSC	Umeå Universitet	Umeå University	UMF						translate_LABO	622.0			
laboratory		Upplandsstiftelsen	UPPSTIFT	Upplandsstiftelsen	The Uppland Foundation							translate_LABO				
laboratory		Uppsala universitet Campus Gotland	HGOT	Uppsala universitet Campus Gotland	Uppsala University Campus Gotland	Högskolan på Gotland<or>Gotland Högskola						translate_LABO				
laboratory		Uppsala universitet Erkenlab	ERKEN	Uppsala universitet Erkenlab	Uppsala University, Erken laboratory	Erkenlab<or>Erkenlaboratoriet						translate_LABO	5632.0			
laboratory		VA SYD	VASYD	VA SYD	VA SYD							translate_LABO				
laboratory		Varbergs flygplats	ESGV	Varbergs flygplats	Airport of Varberg	varbergs flygplats<or>varberg flygplats						translate_LABO				
laboratory		Varbergs hamn	VAG	Varbergs hamn	Port of Varberg	varbergs hamn<or>varberg hamn<or>Varbergs hamn						translate_LABO				
laboratory		Vattenfall	VAFALL	Vattenfall	Vattenfall	Vattenfall AB						translate_LABO				
laboratory		Vattenlaboratoriet Malmö	VLABMA	Vattenlaboratoriet Malmö	Waterlaboratory Malmö							translate_LABO				
laboratory		Vattenmyndigheten i Bottenviken	VMBOT	Vattenmyndigheten i Bottenviken	Bothnian Bay Water District Authority							translate_LABO	4788.0			
laboratory		Vattenvårdsförbundet för västra Hanöbukten	VHVVF	Vattenvårdsförbundet för västra Hanöbukten	Västra hanöbukten Coalition of Water Conservation	VVFVHB<or>Västra Hanöbuktens VVF<or>Västra Hanöbuktens vattenvårdsförbund<or>Västra hanöbuktens vattenvårdsförbund<or>VHVF<or>VVFVHB<or>Västra Hanöbuktens VVF<or>Västra Hanöbuktens vattenvårdsförbund<or>Västra hanöbuktens vattenvårdsförbund<or>Vvf för västra Hanöbukten<or>Vattenvårdsförbundet för Västra Hanöbukten						translate_LABO	4782.0			
laboratory		Veolia	VEOLIA	Veolia	Veolia	Veolia Water AB<or>Veolia Vatten AB						translate_LABO	4919.0			
laboratory		Värmdö kommun	VARMKOM	Värmdö kommun	Värmdö Municipality	Värmdö Kommun						translate_LABO				
laboratory		Västerviks kommun	VASKOM	Västerviks kommun	Västerviks Municipality							translate_LABO				
laboratory		Västkustmusslor	VASTMU	Västkustmusslor	West Coast Mussels							translate_LABO				
laboratory		WATERS	WATERS	WATERS	WATERS	WATERS - Marine Monitoring						translate_LABO				
laboratory		WEAQ AB	WEAQ	WEAQ AB	WEAQ AB	WEAQ HB						translate_LABO	3989.0			
laboratory		WSP Environmental	WSP	WSP Environmental	WSP Environmental							translate_LABO				
laboratory		Yoldia Environmental Consulting AB	YOLDIA	Yoldia Environmental Consulting AB	Yoldia Environmental Consulting AB	Yoldia Environmental Consulting AB (http://www.yoldia.se/)						translate_LABO	4717.0			
laboratory		Ålands Fiskförädling AB	ALFISK	Ålands Fiskförädling AB	Ålands fiskförädling							translate_LABO				
laboratory		Öresunds vattenvårdsförbund	OVVF	Öresunds vattenvårdsförbund	Öresund Coalition of Water Conservation	OVF<or>Öresunds Vattenvårdsförbund<or>Ötesunds Vattenvårdsförbund<or>ÖVF<or>Öresunds Vattenvårdsförbund 2016 och framåt<or>Öresund Vattenvårdsförbund<or>Öresunds Vattenvårdsförbund 2021 och framåt<or>Öresunda Vattenvårdsförbund						translate_LABO	4859.0			
laboratory		Öresundsbrokonsortiet	OKONS	Öresundsbrokonsortiet	Øresundsbro Konsortiet							translate_LABO				
laboratory		Österåkers kommun	OAKOM	Österåkers kommun	Österåkers Municipality							translate_LABO				
laboratory		Östhammars kommun	OSTKOM	Östhammars kommun	Östhammar Municipality							translate_LABO				
#NOT_DEFINED_LOMAC		1	1	0.01	0.01							translate_LOMAC				
#NOT_DEFINED_LOMAC		5	5	0.05	0.05							translate_LOMAC				
#NOT_DEFINED_LOMAC		10	10	0.1	0.1							translate_LOMAC				
